"Arv";"Latitude";"Longitude";"Rua";"Nº da casa";"Bairro";"Espécie";"Copa raio (m)";"Altura (m)";"Distância entre árvores (m)"
3171;578098,7574000;9117239,1702200;"Isidoro Conrado";"1727";"Nossa Senhora da Conceição";"Ficus benjamim";0,04;2,60;15,6
3172;578054,4589850;9117203,9331200;"Isidoro Conrado";"1617";"Nossa Senhora da Conceição";"Acácia";2,25;4,50;54,6
3173;578005,9225850;9117168,7006300;"Isidoro Conrado";"1160";"Nossa Senhora da Conceição";"Ficus benjamim";2,50;5,50;254,3
3174;577993,7698920;9117161,3497800;"Isidoro Conrado";"1603";"Nossa Senhora da Conceição";"Ficus benjamim";1,55;3,80;12,5
3175;577884,6642620;9117084,3163500;"Isidoro Conrado";"1473";"Nossa Senhora da Conceição";"Castanhola";0,04;2,30;140,4
3176;577880,8139080;9117081,1726200;"Isidoro Conrado";"1469";"Nossa Senhora da Conceição";"Castanhola";2,60;4,50;11,7
3177;577874,6206150;9117076,4168500;"Isidoro Conrado";"1465";"Nossa Senhora da Conceição";"Castanhola";0,63;2,80;7,8
3178;577867,5447550;9117070,4064300;"Isidoro Conrado";"2090";"Nossa Senhora da Conceição";"Ficus benjamim";1,60;4,50;9,4
3179;577793,6532470;9117013,9310300;"Isidoro Conrado";"1129";"Nossa Senhora da Conceição";"Ficus benjamim";2,15;3,70;86,6
3180;577789,1015400;9117010,6509700;"Isidoro Conrado";"1129";"Nossa Senhora da Conceição";"Ficus benjamim";1,83;3,71;6,2
3181;577633,9036000;9116887,7845400;"Isidoro Conrado";"1609";"Nossa Senhora da Conceição";"Ficus benjamim";2,25;3,80;15,6
3182;577640,6926460;9116892,1127100;"Isidoro Conrado";"157";"Nossa Senhora da Conceição";"Ficus benjamim";1,70;3,20;0,0
3183;577645,7433690;9116896,1091500;"Isidoro Conrado";"1091";"Nossa Senhora da Conceição";"Ficus benjamim";1,83;3,71;257,4
3184;577713,4339230;9116945,2234500;"Isidoro Conrado";;"Nossa Senhora da Conceição";"Acácia";1,83;3,71;124,8
3185;577719,8680460;9116949,7938000;"Isidoro Conrado";;"Nossa Senhora da Conceição";"Acácia";1,83;3,71;8,6
3186;577723,8906150;9116952,6759100;"Isidoro Conrado";;"Nossa Senhora da Conceição";"Acácia";1,83;3,71;9,4
3187;577727,4874460;9116955,2165800;"Isidoro Conrado";;"Nossa Senhora da Conceição";"Acácia";1,83;3,71;12,5
3188;577735,2256460;9116960,8053200;"Isidoro Conrado";"1168";"Nossa Senhora da Conceição";"Nim indiano";0,60;3,00;10,9
3189;577740,3956460;9116964,5700000;"Isidoro Conrado";;"Nossa Senhora da Conceição";"Acácia";1,83;3,71;7,8
3190;577745,3174310;9116968,2787500;"Isidoro Conrado";;"Nossa Senhora da Conceição";"Ficus benjamim";1,83;3,71;10,9
3191;577767,0334460;9116984,0756500;"Isidoro Conrado";"1326";"Nossa Senhora da Conceição";"Ficus benjamim";2,20;5,50;46,8
3192;577771,1504000;9116986,8926200;"Isidoro Conrado";"1326";"Nossa Senhora da Conceição";"Ficus benjamim";1,83;3,71;12,5
3193;577781,8387540;9116994,5298600;"Isidoro Conrado";"1338";"Nossa Senhora da Conceição";"Ficus benjamim";1,85;5,50;14,0
3194;577783,9637080;9116996,2248900;"Isidoro Conrado";"1386";"Nossa Senhora da Conceição";"Ficus benjamim";1,65;3,60;58,5
3195;577830,9745540;9117030,4398900;"Isidoro Conrado";"1390";"Nossa Senhora da Conceição";"Acácia";2,65;5,00;9,4
3196;577833,9122310;9117032,4119500;"Isidoro Conrado";"1394";"Nossa Senhora da Conceição";"Ficus benjamim";0,75;2,50;8,6
3197;577836,4694000;9117034,4524500;"Isidoro Conrado";"1398";"Nossa Senhora da Conceição";"Ficus benjamim";0,60;2,80;7,0
3198;577890,7944920;9117072,4199700;"Isidoro Conrado";"1402";"Nossa Senhora da Conceição";"Ficus benjamim";1,65;3,50;8,6
3199;577898,0121690;9117083,6587400;"Isidoro Conrado";;"Nossa Senhora da Conceição";"Acácia";1,83;3,71;7,8
3200;577961,5364610;9117123,7381400;"Isidoro Conrado";"1552";"Nossa Senhora da Conceição";"Ficus benjamim";1,75;2,20;89,7
3201;577971,0560150;9117130,1602000;"Isidoro Conrado";"1560";"Nossa Senhora da Conceição";"Ficus benjamim";3,00;4,50;13,3
3202;577995,7544460;9117151,0828500;"Isidoro Conrado";"1610";"Nossa Senhora da Conceição";"Acácia";0,50;2,40;50,7
3203;577999,2420610;9117152,9494900;"Isidoro Conrado";"1610";"Nossa Senhora da Conceição";"Acácia";1,05;3,00;8,6
3204;578004,2636620;9117155,9541800;"Isidoro Conrado";"1612";"Nossa Senhora da Conceição";"Nim indiano";1,00;2,50;9,4
3205;578007,8202150;9117157,9337800;"Isidoro Conrado";"1474";"Nossa Senhora da Conceição";"Ficus benjamim";2,15;4,50;91,3
3206;578011,4958150;9117161,0557500;"Isidoro Conrado";"1618";"Nossa Senhora da Conceição";"Acácia";0,53;2,40;10,1
3207;578015,0300000;9117162,8272600;"Isidoro Conrado";"1622";"Nossa Senhora da Conceição";"Acácia";1,00;2,80;3,9
3208;578016,9184620;9117164,3328300;"Isidoro Conrado";"1620";"Nossa Senhora da Conceição";"Acácia";1,83;3,71;0,0
3209;578020,1211080;9117166,1043700;"Isidoro Conrado";"1624";"Nossa Senhora da Conceição";"Acácia";1,80;3,60;6,2
3210;578022,7594620;9117167,6635200;"Isidoro Conrado";"1630";"Nossa Senhora da Conceição";"Acácia";2,15;4,20;7,0
3211;578051,6201230;9117186,1613800;"Isidoro Conrado";"1670";"Nossa Senhora da Conceição";"Acácia";0,85;2,50;39,0
3212;578059,8786150;9117192,5244600;"Isidoro Conrado";"1670";"Nossa Senhora da Conceição";"Ficus benjamim";1,83;3,71;15,6
3213;578062,5406770;9117194,8087700;"Isidoro Conrado";"1670";"Nossa Senhora da Conceição";"Ficus benjamim";1,83;3,71;7,8
3214;578067,2363380;9117198,3518200;"Isidoro Conrado";"1680";"Nossa Senhora da Conceição";"Ficus benjamim";2,75;5,50;15,6
3215;578073,5404770;9117203,4020600;"Isidoro Conrado";"1688";"Nossa Senhora da Conceição";"Ficus benjamim";1,95;3,80;15,6
3216;578081,4856150;9117209,7392800;"Isidoro Conrado";"1694";"Nossa Senhora da Conceição";"Ficus benjamim";1,00;3,00;13,3
3217;578085,6604310;9117213,3960300;"Isidoro Conrado";"1698";"Nossa Senhora da Conceição";"Ficus benjamim";2,05;3,40;6,2
3218;578090,0551080;9117216,3917400;"Isidoro Conrado";"1704";"Nossa Senhora da Conceição";"Ficus benjamim";2,20;5,00;14,8
3219;578104,2381230;9117230,5658900;"Isidoro Conrado";"1724";"Nossa Senhora da Conceição";"Nim indiano";2,00;3,10;25,7
3220;578113,8654000;9117239,2847200;"Isidoro Conrado";"1734";"Nossa Senhora da Conceição";"Pau-Brasil";1,85;3,10;15,6
3221;578115,8530920;9117241,1292800;"Isidoro Conrado";"1734";"Nossa Senhora da Conceição";"pau-brasil";1,83;3,71;9,4
3222;578125,1752460;9117249,9221200;"Isidoro Conrado";"1756";"Nossa Senhora da Conceição";"Ficus benjamim";2,25;3,80;21,1
3223;578128,5141230;9117252,9170300;"Isidoro Conrado";"1612";"Nossa Senhora da Conceição";"Nim indiano";2,40;4,50;6,2
3224;578132,9083080;9117256,8621800;"Isidoro Conrado";"1764";"Nossa Senhora da Conceição";"Acácia";2,25;4,00;19,5
3225;578139,2094620;9117262,6606600;"Isidoro Conrado";"1790";"Nossa Senhora da Conceição";"Nim indiano";0,04;2,30;23,4
3226;578192,6969540;9117292,0375400;"Isidoro Conrado";"1802";"Nossa Senhora da Conceição";"Ficus-variegata";0,04;3,50;109,2
3227;578229,6782920;9117320,8954800;"Isidoro Conrado";;"Nossa Senhora da Conceição";"Ficus benjamim";1,83;3,71;21,8
3228;578254,0046770;9117336,8700600;"Isidoro Conrado";"1880";"Nossa Senhora da Conceição";;1,83;3,71;0,0
3229;578260,7420000;9117341,3821800;"Isidoro Conrado";"1890";"Nossa Senhora da Conceição";"Nim indiano";1,75;3,20;9,4
3230;578266,1436310;9117345,4227800;"Isidoro Conrado";"1724";"Nossa Senhora da Conceição";"Nim indiano";2,10;3,80;0,0
3231;578270,6255390;9117348,9880300;"Isidoro Conrado";"1764";"Nossa Senhora da Conceição";"Pau-Brasil";2,50;4,90;0,0
3232;578307,2543540;9117374,3451400;"Isidoro Conrado";"1952";"Nossa Senhora da Conceição";"Ficus benjamim";0,80;2,00;12,5
3233;578312,9305230;9117377,4690900;"Isidoro Conrado";"1958";"Nossa Senhora da Conceição";"Acácia";5,95;8,10;8,6
3234;578318,3947230;9117381,4674900;"Isidoro Conrado";"1820";"Nossa Senhora da Conceição";"Acácia";2,50;4,50;0,0
3235;578321,4494310;9117383,4338600;"Isidoro Conrado";"1820";"Nossa Senhora da Conceição";"Acácia";0,04;3,50;0,0
3236;578426,9482310;9117458,6134200;"Isidoro Conrado";"2090";"Nossa Senhora da Conceição";"Ficus benjamim";0,04;2,80;101,4
3237;578429,7110920;9117460,4466000;"Isidoro Conrado";"1820";"Nossa Senhora da Conceição";"Acácia";2,00;5,50;0,0
3238;578436,2737690;9117465,2898300;"Isidoro Conrado";"2096";"Nossa Senhora da Conceição";"Ficus benjamim";1,15;2,80;12,5
3239;578443,9110610;9117470,3814300;"Isidoro Conrado";"2100";"Nossa Senhora da Conceição";"Ficus benjamim";1,40;4,00;7,8
3240;578463,3871540;9117484,1874600;"Isidoro Conrado";"1820";"Nossa Senhora da Conceição";"Acácia";0,45;2,10;0,0
3241;578498,4752310;9117507,8174200;"Isidoro Conrado";"2118";"Nossa Senhora da Conceição";"Ficus benjamim";1,45;3,20;46,0
3242;578503,5684610;9117510,8234600;"Isidoro Conrado";"1820";"Nossa Senhora da Conceição";"Acácia";3,00;5,00;0,0
3243;578508,1378460;9117513,7486500;"Isidoro Conrado";"2128";"Nossa Senhora da Conceição";"Ficus benjamim";0,04;3,30;7,8
3244;578520,5390310;9117524,0386500;"Isidoro Conrado";"2104";"Nossa Senhora da Conceição";"Ficus benjamim";2,35;5,00;0,0
3245;578529,6042920;9117531,5100500;"Isidoro Conrado";"2118";"Nossa Senhora da Conceição";"Nim indiano";1,30;2,60;0,0
3246;578135,2050330;9117216,1792300;"Getúlio Vargas";515,000000;"São Cristovão";"Ficus-benjamim";2,40;4,00;
3247;578068,4512560;9117239,8179700;"Getúlio Vargas";483,000000;"São Cristovão";"Ficus-benjamim";1,20;3,00;
3248;578058,9374190;9117243,1264600;"Getúlio Vargas";475,000000;"São Cristovão";"Ficus-benjamim";2,70;4,50;
3249;578043,9234870;9117248,4083500;"Getúlio Vargas";465,000000;"São Cristovão";"Ficus-benjamim";2,00;4,00;
3250;578041,3172820;9117249,1802300;"Getúlio Vargas";465,000000;"São Cristovão";"Ficus-benjamim";2,25;5,00;
3251;578039,0022390;9117249,7469000;"Getúlio Vargas";461,000000;"São Cristovão";"Ficus-benjamim";1,83;3,71;
3252;578032,6888880;9117251,9460000;"Getúlio Vargas";474,000000;"São Cristovão";"Ficus-benjamim";0,04;3,00;
3253;578027,6351450;9117253,3603700;"Getúlio Vargas";478,000000;"São Cristovão";"Ficus-benjamim";2,75;4,50;
3254;578025,0327690;9117253,9547800;"Getúlio Vargas";478,000000;"São Cristovão";"Ficus-benjamim";0,04;3,00;
3255;578022,9316830;9117255,2105800;"Getúlio Vargas";482,000000;"São Cristovão";"Nim indiano";1,83;3,71;
3256;578008,0953000;9117259,5284600;"Getúlio Vargas";433,000000;"São Cristovão";"Ficus-benjamim";1,15;3,30;
3257;578005,0081370;9117260,6053000;"Getúlio Vargas";433,000000;"São Cristovão";"Chuva-de-ouro";0,04;2,20;
3258;577996,7387690;9117263,2015600;"Getúlio Vargas";506,000000;"São Cristovão";"Ficus-benjamim";3,10;3,40;
3259;577991,0125630;9117265,3180000;"Getúlio Vargas";510,000000;"São Cristovão";"Ficus-benjamim";2,10;3,80;
3260;577983,7543500;9117268,2416500;"Getúlio Vargas";518,000000;"São Cristovão";"Ficus-benjamim";0,50;2,80;
3261;577929,3662060;9117285,1551200;"Getúlio Vargas";541,000000;"São Cristovão";"Ficus-benjamim";1,25;3,10;
3262;577883,4059820;9117295,2947900;"Getúlio Vargas";46,000000;"São Cristovão";"Nim indiano";1,83;3,71;
3263;577877,7966070;9117297,3008600;"Getúlio Vargas";50,000000;"São Cristovão";"Ficus-benjamim";1,75;3,80;
3264;577872,3529140;9117299,6266000;"Getúlio Vargas";56,000000;"São Cristovão";"Ficus-benjamim";0,04;3,40;
3265;577864,6599570;9117301,8378500;"Getúlio Vargas";64,000000;"São Cristovão";"Ficus-benjamim";0,04;2,00;
3266;577860,9962130;9117303,5230000;"Getúlio Vargas";64,000000;"São Cristovão";"Ficus-benjamim";1,40;3,20;
3267;577857,1772820;9117304,3380900;"Getúlio Vargas";64,000000;"São Cristovão";"Ficus-benjamim";0,04;3,00;
3268;577850,6140940;9117306,9560700;"Getúlio Vargas";68,000000;"São Cristovão";"Ficus-benjamim";1,40;2,80;
3269;577838,0664010;9117311,1020200;"Getúlio Vargas";82,000000;"São Cristovão";"Ficus-benjamim";0,04;2,80;
3270;577833,4179820;9117312,4654300;"Getúlio Vargas";82,000000;"São Cristovão";"Ficus-benjamim";0,04;2,40;
3271;577819,9296320;9117316,7887800;"Getúlio Vargas";96,000000;"São Cristovão";"Ficus-benjamim";1,25;3,00;
3272;577813,4706750;9117318,8866400;"Getúlio Vargas";102,000000;"São Cristovão";"Ficus-benjamim";2,00;3,50;
3273;577795,9925380;9117324,4539100;"Getúlio Vargas";122,000000;"São Cristovão";"Ficus-benjamim";2,00;3,00;
3274;577792,8092560;9117325,8110000;"Getúlio Vargas";122,000000;"São Cristovão";"Nim indiano";2,50;6,00;
3275;577784,3061120;9117328,6990700;"Getúlio Vargas";132,000000;"São Cristovão";"Ficus-benjamim";0,04;2,00;
3276;577682,6303480;9117370,2761300;"Getúlio Vargas";262,000000;"São Cristovão";"Ficus-benjamim";1,50;4,00;
3277;577669,5674340;9117374,3518400;"Getúlio Vargas";262,000000;"São Cristovão";"Ficus-benjamim";0,04;2,00;
3278;577629,7908020;9117387,3823400;"Getúlio Vargas";306,000000;"São Cristovão";"Acacia";0,15;2,50;
3279;577619,6484010;9117389,8600400;"Getúlio Vargas";318,000000;"São Cristovão";"Nφm indiano";1,30;2,80;
3280;577615,6761950;9117391,2130800;"Getúlio Vargas";324,000000;"São Cristovão";"Ficus-benjamim";0,04;3,00;
3281;577611,4142460;9117392,2487000;"Getúlio Vargas";435,000000;"São Cristovão";"Ficus-benjamim";1,83;3,71;
3282;577608,2042710;9117393,6169500;"Getúlio Vargas";431,000000;"São Cristovão";"Ficus-benjamim";1,83;3,71;
3283;577604,3414440;9117394,6930700;"Getúlio Vargas";332,000000;"São Cristovão";"Ficus-benjamim";1,00;3,00;
3284;577601,3106720;9117395,7840500;"Getúlio Vargas";338,000000;"São Cristovão";"Ficus-benjamim";2,65;6,00;
3285;577598,4456870;9117396,5125500;"Getúlio Vargas";338,000000;"São Cristovão";"Nim indiano";1,83;3,71;
3286;577561,3983930;9117397,2006200;"Getúlio Vargas";122,000000;"São Cristovão";"Nφm indiano";1,80;4,00;
3287;577570,3752210;9117394,9724200;"Getúlio Vargas";155,000000;"São Cristovão";"Ficus-benjamim";1,50;3,20;
3288;577774,9491950;9117324,3566100;"Getúlio Vargas";137,000000;"São Cristovão";"Ficus-benjamim";0,04;2,00;
3289;577778,3663930;9117322,9104500;"Getúlio Vargas";137,000000;"São Cristovão";"Ficus-benjamim";0,04;2,50;
3290;577810,1287920;9117312,5346900;"Getúlio Vargas";101,000000;"São Cristovão";"Ficus-benjamim";0,04;2,50;
3291;577817,2801010;9117310,0633800;"Getúlio Vargas";101,000000;"São Cristovão";"Ficus-benjamim";2,30;4,00;
3292;577829,2424520;9117306,3790800;"Getúlio Vargas";85,000000;"São Cristovão";"Ficus-benjamim";0,75;1,80;
3293;577846,3152970;9117300,3204800;"Getúlio Vargas";73,000000;"São Cristovão";"Ficus-benjamim";2,20;3,50;
3294;577859,8546650;9117295,2454500;"Getúlio Vargas";69,000000;"São Cristovão";"Nim indiano";1,40;4,00;
3295;577864,9135380;9117294,2441000;"Getúlio Vargas";63,000000;"São Cristovão";"Nim indiano";1,83;3,71;
3296;577871,8188960;9117291,4985300;"Getúlio Vargas";57,000000;"São Cristovão";"Ficus-benjamim";0,04;2,00;
3297;577879,6254770;9117288,5059600;"Getúlio Vargas";0,000000;"São Cristovão";"Ficus-benjamim";1,83;3,71;
3298;577884,3407260;9117286,7959400;"Getúlio Vargas";49,000000;"São Cristovão";"Ficus-benjamim";1,83;3,71;
3299;577904,1842540;9117280,3603600;"Getúlio Vargas";524,000000;"São Cristovão";"Ficus-benjamim";3,00;5,00;
3300;577924,6269290;9117271,8363000;"Getúlio Vargas";517,000000;"São Cristovão";"Ficus-benjamim";2,20;4,50;
3301;577980,4208120;9117238,0737600;"Getúlio Vargas";494,000000;"São Cristovão";"Ficus-benjamim";0,04;2,50;
3302;577986,2932560;9117235,6161300;"Getúlio Vargas";406,000000;"São Cristovão";"Ficus-benjamim";0,04;2,50;
3303;577989,6652560;9117230,5507300;"Getúlio Vargas";406,000000;"São Cristovão";"Ficus-benjamim";3,15;5,00;
3304;577995,6927690;9117228,7906600;"Getúlio Vargas";412,000000;"São Cristovão";"Ficus-benjamim";2,40;2,80;
3305;578005,1161700;9117224,2928200;"Getúlio Vargas";482,000000;"São Cristovão";"Ficus-benjamim";2,25;4,50;
3306;578012,3779390;9117228,7572700;"Getúlio Vargas";419,000000;"São Cristovão";"Ficus-benjamim";1,83;3,71;
3307;578016,8742560;9117233,5204300;"Getúlio Vargas";448,000000;"São Cristovão";"Ficus-benjamim";2,50;4,50;
3308;578019,1214870;9117236,1741000;"Getúlio Vargas";2024,000000;"São Cristovão";"Ficus-benjamim";1,83;3,71;
3309;578021,0202670;9117238,1867300;"Getúlio Vargas";2024,000000;"São Cristovão";"Ficus-benjamim";1,83;3,71;
3310;578023,1425920;9117240,2739200;"Getúlio Vargas";2024,000000;"São Cristovão";"Ficus-benjamim";1,83;3,71;
3311;578026,2680100;9117241,4548500;"Getúlio Vargas";53,000000;"São Cristovão";"Ficus-benjamim";2,40;4,00;
3312;578054,4918830;9117232,4349000;"Getúlio Vargas";86,000000;"São Cristovão";"Ficus-benjamim";1,83;3,71;
3313;578058,2771650;9117231,4487600;"Getúlio Vargas";93,000000;"São Cristovão";"Ficus-benjamim";0,04;3,50;
3314;578119,0125150;9117210,4332100;"Getúlio Vargas";456,000000;"São Cristovão";"Ficus-benjamim";1,75;6,10;
3315;578125,6923500;9117208,4744500;"Getúlio Vargas";464,000000;"São Cristovão";"Ficus-benjamim";1,40;3,00;
3316;578128,7391880;9117206,8704100;"Getúlio Vargas";1051,000000;"São Cristovão";"Ficus-benjamim";1,83;3,71;
3317;577653,3836310;9116823,9294900;"Jacinto Alves de Carvalho";736;"Nossa Senhora da Penha";"Ficus Benjamin";1,70;6,00;66,0
3318;577645,4297590;9116826,8656000;"Jacinto Alves de Carvalho";732;"Nossa Senhora da Penha";"Ficus Benjamin";1,00;3,70;13,0
3319;577638,3829620;9116829,8175100;"Jacinto Alves de Carvalho";726;"Nossa Senhora da Penha";"Castanhola";0,70;2,00;11,0
3320;577518,0128120;9116872,9912500;"Jacinto Alves de Carvalho";608;"Nossa Senhora da Penha";"Ficus Benjamin";1,83;3,71;188,0
3321;577500,5128870;9116879,5695300;"Jacinto Alves de Carvalho";582;"Nossa Senhora da Penha";"Ficus Benjamin";1,85;3,50;33,0
3322;577494,6649840;9116881,7433200;"Jacinto Alves de Carvalho";582;"Nossa Senhora da Penha";"Ficus Benjamin";0,50;2,00;8,0
3323;577491,0358340;9116882,9269200;"Jacinto Alves de Carvalho";582;"Nossa Senhora da Penha";"Ficus Benjamin";2,20;5,00;8,0
3324;577442,3197660;9116901,0385100;"Jacinto Alves de Carvalho";520;"Nossa Senhora da Penha";"Ficus Benjamin";1,83;3,71;83,0
3325;577435,8661660;9116903,1772200;"Jacinto Alves de Carvalho";514;"Nossa Senhora da Penha";"Ficus Benjamin";2,55;6,00;6,0
3326;577382,5113160;9116923,5716100;"Jacinto Alves de Carvalho";456;"Nossa Senhora da Penha";"Ficus Benjamin";1,10;3,00;89,0
3327;577378,8271880;9116924,9325600;"Jacinto Alves de Carvalho";456;"Nossa Senhora da Penha";"Ficus Benjamin";0,04;3,30;4,0
3328;577198,5673380;9116985,5852300;"Jacinto Alves de Carvalho";262;"Nossa Senhora da Penha";"Ficus Benjamin";0,40;1,85;282,0
3329;577179,7549090;9116993,6332100;"Jacinto Alves de Carvalho";242;"Nossa Senhora da Penha";"Ficus Benjamin";1,40;2,60;27,0
3330;577175,5922250;9116994,9064900;"Jacinto Alves de Carvalho";240;"Nossa Senhora da Penha";"Ficus Benjamin";0,04;0,30;6,0
3331;577211,4054440;9116995,2425200;"Jacinto Alves de Carvalho";275;"Nossa Senhora da Penha";"Ficus Benjamin";1,15;3,10;309,0
3332;577225,2984060;9116990,0504300;"Jacinto Alves de Carvalho";289;"Nossa Senhora da Penha";"Ficus Benjamin";2,30;3,70;20,0
3333;577287,0819690;9116968,4673800;"Jacinto Alves de Carvalho";351;"Nossa Senhora da Penha";"Ficus Benjamin";0,04;2,50;5,0
3334;577281,7593590;9116970,3467300;"Jacinto Alves de Carvalho";347;"Nossa Senhora da Penha";"Ficus Benjamin";1,83;3,71;77,0
3335;577284,9501560;9116969,4566800;"Jacinto Alves de Carvalho";347;"Nossa Senhora da Penha";"Ficus Benjamin";1,83;3,71;5,0
3336;577374,5299470;9116937,2881600;"Jacinto Alves de Carvalho";441;"Nossa Senhora da Penha";"Ficus Benjamin";1,15;3,00;122,0
3337;577388,1209310;9116932,1990300;"Jacinto Alves de Carvalho";457;"Nossa Senhora da Penha";"Ficus Benjamin";0,04;2,30;27,0
3338;577392,2488410;9116930,4745800;"Jacinto Alves de Carvalho";463;"Nossa Senhora da Penha";"Ficus Benjamin";2,40;4,50;6,0
3339;577411,9721720;9116923,2483900;"Jacinto Alves de Carvalho";487;"Nossa Senhora da Penha";"Ficus Benjamin";2,40;4,00;36,0
3340;577416,0840440;9116921,7204600;"Jacinto Alves de Carvalho";495;"Nossa Senhora da Penha";"Ficus Benjamin";4,00;6,50;5,0
3341;577417,9664130;9116921,1379600;"Jacinto Alves de Carvalho";495;"Nossa Senhora da Penha";"Ficus Benjamin";2,25;6,00;4,0
3342;577419,8988190;9116920,4548800;"Jacinto Alves de Carvalho";485;"Nossa Senhora da Penha";"Ficus Benjamin";3,10;4,00;4,0
3343;577422,3015940;9116920,3449400;"Jacinto Alves de Carvalho";495;"Nossa Senhora da Penha";"Ficus Benjamin";1,83;3,71;10,0
3344;577433,8080750;9116915,6184300;"Jacinto Alves de Carvalho";517;"Nossa Senhora da Penha";"Ficus Benjamin";2,65;5,30;17,0
3345;577436,1041880;9116913,1348500;"Jacinto Alves de Carvalho";517;"Nossa Senhora da Penha";"Ficus Benjamin";3,15;5,00;12,0
3346;577445,0082090;9116910,0746700;"Jacinto Alves de Carvalho";525;"Nossa Senhora da Penha";"Ficus Benjamin";3,30;6,50;6,0
3347;577447,3298500;9116909,2190700;"Jacinto Alves de Carvalho";525;"Nossa Senhora da Penha";"Ficus Benjamin";2,25;5,00;8,0
3348;577456,2551130;9116908,3713700;"Jacinto Alves de Carvalho";543;"Nossa Senhora da Penha";"Ficus Benjamin";0,04;4,00;13,0
3349;577498,8828090;9116891,5977400;"Jacinto Alves de Carvalho";575;"Nossa Senhora da Penha";"Ficus Benjamin";3,50;6,00;48,0
3350;577501,1654340;9116890,4921000;"Jacinto Alves de Carvalho";575;"Nossa Senhora da Penha";"Ficus Benjamin";0,04;2,00;4,0
3351;577519,1324340;9116887,7795000;"Jacinto Alves de Carvalho";603;"Nossa Senhora da Penha";"Nim indiano";1,83;3,71;42,0
3352;577524,9233910;9116885,2738200;"Jacinto Alves de Carvalho";611;"Nossa Senhora da Penha";"Ficus Benjamin";2,50;5,00;9,0
3353;577531,3156690;9116883,2607200;"Jacinto Alves de Carvalho";619;"Nossa Senhora da Penha";"Ficus Benjamin";1,83;3,71;17,0
3354;577541,9207590;9116879,1061000;"Jacinto Alves de Carvalho";629;"Nossa Senhora da Penha";"Ficus Benjamin";1,83;3,71;20,0
